YYYYMM,Description,Quantity,0_cluster,1_cluster,2_cluster,3_cluster,4_cluster,Erratic,Intermittent,Lumpy,Smooth,Quantity_bf1mm,0_cluster_bf1mm,1_cluster_bf1mm,2_cluster_bf1mm,3_cluster_bf1mm,4_cluster_bf1mm,predict_Quantity
2011-12-01,MINI JIGSAW CIRCUS PARADE ,50,1,2,0,0,0,0,0,1,0,150.0,7.0,5.0,0.0,0.0,1.0,135.0
2011-12-01,MINI JIGSAW DINOSAUR ,48,2,2,0,0,0,1,0,0,0,75.0,5.0,13.0,0.0,0.0,2.0,32.0
2011-12-01,MINI JIGSAW DOLLY GIRL,27,2,1,0,0,0,0,0,1,0,176.0,9.0,9.0,0.0,0.0,1.0,194.0
2011-12-01,MINI JIGSAW GO TO THE FAIR,2,1,1,0,0,0,0,0,1,0,46.0,4.0,4.0,0.0,0.0,1.0,44.0
2011-12-01,MINI JIGSAW LEAP FROG,1,0,1,0,0,0,0,0,1,0,64.0,3.0,3.0,0.0,0.0,0.0,17.0
2011-12-01,MINI JIGSAW PURDEY,2,0,2,0,0,0,1,0,0,0,99.0,8.0,7.0,0.0,0.0,1.0,151.0
2011-12-01,MINI JIGSAW SPACEBOY,148,6,1,0,0,0,0,0,1,0,245.0,14.0,10.0,0.0,0.0,2.0,303.0
2011-12-01,MINI LADLE LOVE HEART PINK,5,0,3,0,0,0,0,0,1,0,64.0,3.0,18.0,0.0,0.0,4.0,56.0
2011-12-01,MINI LADLE LOVE HEART RED ,12,0,4,0,0,1,0,0,1,0,58.0,1.0,17.0,0.0,0.0,9.0,179.0
2011-11-01,MINI LIGHTS WOODLAND MUSHROOMS,783,76,22,0,0,3,0,0,1,0,567.0,34.0,3.0,2.0,0.0,0.0,53.0
2011-12-01,MINI PAINT SET VINTAGE ,1008,10,0,0,0,0,0,0,1,0,2251.0,35.0,13.0,0.0,0.0,2.0,2038.0
2011-12-01,MINI PAINTED GARDEN DECORATION ,36,2,0,0,0,0,1,0,0,0,85.0,7.0,0.0,0.0,0.0,0.0,343.0
2011-12-01,MINI PLAYING CARDS BUFFALO BILL ,42,3,0,0,0,0,0,0,1,0,1033.0,27.0,9.0,0.0,0.0,1.0,888.0
2011-12-01,MINI PLAYING CARDS DOLLY GIRL ,60,3,0,0,0,0,0,0,1,0,364.0,33.0,8.0,0.0,0.0,0.0,603.0
2011-12-01,MINI PLAYING CARDS FUN FAIR ,24,2,0,0,0,0,0,0,1,0,108.0,12.0,5.0,0.0,0.0,0.0,414.0
2011-12-01,MINI PLAYING CARDS GYMKHANA,24,2,0,0,0,0,0,0,1,0,1155.0,25.0,12.0,0.0,0.0,0.0,846.0
2011-12-01,MINI PLAYING CARDS SPACEBOY ,82,5,0,0,0,0,0,0,1,0,351.0,44.0,9.0,0.0,0.0,0.0,407.0
2011-12-01,MINI WOODEN HAPPY BIRTHDAY GARLAND,28,5,1,0,0,1,0,0,1,0,634.0,6.0,10.0,0.0,0.0,4.0,83.0
2011-12-01,MINIATURE ANTIQUE ROSE HOOK IVORY,84,11,0,0,0,2,0,0,1,0,220.0,27.0,0.0,0.0,0.0,6.0,219.0
2011-12-01,MINT DINER WALL CLOCK,8,4,0,0,0,0,0,0,1,0,50.0,23.0,3.0,0.0,0.0,0.0,83.0
2011-12-01,MINT GREEN ROSE TOWEL,2,0,1,0,0,0,0,0,1,0,12.0,3.0,2.0,0.0,0.0,0.0,15.0
2011-12-01,MINT KITCHEN SCALES,13,4,1,0,0,0,0,0,1,0,80.0,29.0,7.0,0.0,0.0,4.0,75.0
2011-12-01,MIRROR CORNICE,3,2,0,0,0,0,0,0,1,0,6.0,6.0,0.0,0.0,0.0,1.0,9.0
2011-12-01,MIRROR MOSAIC CANDLE PLATE,5,0,3,0,0,0,0,0,1,0,16.0,0.0,7.0,0.0,0.0,2.0,27.0
2011-12-01,MIRROR MOSAIC GOBLET CANDLE HOLDER,12,1,3,0,0,0,1,0,0,0,14.0,0.0,2.0,0.0,0.0,0.0,122.0
2011-12-01,MIRROR MOSAIC HURRICANE LAMP ,2,0,1,0,0,0,0,0,1,0,12.0,0.0,6.0,0.0,0.0,1.0,78.0
2011-12-01,MIRROR MOSAIC T-LIGHT HOLDER ,2,0,1,0,0,0,0,0,1,0,19.0,2.0,1.0,0.0,0.0,1.0,13.0
2011-12-01,MIRROR MOSAIC T-LIGHT HOLDER ROUND,35,4,1,0,0,1,0,0,1,0,6.0,1.0,0.0,0.0,0.0,0.0,118.0
2011-11-01,MIRROR MOSAIC VOTIVE HOLDER,160,5,6,0,0,0,0,0,1,0,363.0,6.0,2.0,0.0,0.0,0.0,198.0
2011-12-01,MIRRORED DISCO BALL ,5,4,0,0,0,0,1,0,0,0,110.0,27.0,2.0,0.0,0.0,0.0,75.0
2011-11-01,MIRRORED DOVE WALL DECORATION,13,2,1,0,0,1,0,0,1,0,29.0,3.0,0.0,0.0,0.0,0.0,22.0
2011-12-01,MIRRORED WALL ART GENTS,1,1,0,0,0,0,1,0,0,0,9.0,3.0,0.0,0.0,0.0,2.0,16.0
2011-12-01,MIRRORED WALL ART LADIES,1,1,0,0,0,0,0,0,1,0,9.0,4.0,0.0,0.0,0.0,0.0,6.0
2011-12-01,MIRRORED WALL ART PHOTO FRAMES,3,1,0,0,0,0,1,0,0,0,7.0,1.0,4.0,0.0,0.0,0.0,8.0
2011-12-01,MIRRORED WALL ART POPPIES,12,1,0,0,0,0,0,0,1,0,1.0,0.0,1.0,0.0,0.0,0.0,13.0
2011-11-01,MIRRORED WALL ART SKULLS,40,7,1,0,0,0,1,0,0,0,3.0,2.0,1.0,0.0,0.0,0.0,33.0
2011-11-01,MIRRORED WALL ART SNOWFLAKES,93,11,0,0,0,0,0,0,1,0,18.0,3.0,1.0,0.0,0.0,0.0,50.0
2011-12-01,MIRRORED WALL ART SPLODGES,12,1,0,0,0,0,1,0,0,0,2.0,1.0,1.0,0.0,0.0,0.0,9.0
2011-12-01,MIRRORED WALL ART STARS,12,1,0,0,0,0,1,0,0,0,47.0,7.0,2.0,0.0,0.0,0.0,44.0
2011-12-01,MIRRORED WALL ART TABLE LAMP,1,0,1,0,0,0,1,0,0,0,8.0,2.0,0.0,0.0,0.0,2.0,6.0
2011-12-01,MISTLETOE HEART WREATH CREAM,11,0,1,0,0,0,0,0,1,0,116.0,23.0,0.0,0.0,0.0,2.0,91.0
2011-12-01,MISTLETOE HEART WREATH GREEN,29,6,1,0,0,0,0,0,1,0,187.0,39.0,7.0,0.0,0.0,3.0,178.0
2011-12-01,MIXED NUTS LIGHT GREEN BOWL,23,2,2,0,0,0,1,0,0,0,116.0,1.0,1.0,0.0,0.0,1.0,23.0
2011-12-01,MOBILE VINTAGE HEARTS ,7,0,2,0,0,0,1,0,0,0,28.0,10.0,1.0,0.0,0.0,1.0,12.0
2011-11-01,MOCK LOBSTER FRIDGE MAGNET,17,1,4,0,0,0,0,0,1,0,27.0,2.0,2.0,0.0,0.0,0.0,18.0
2011-12-01,MODERN FLORAL STATIONERY SET,26,1,4,0,0,0,0,0,1,0,257.0,39.0,20.0,0.0,0.0,3.0,147.0
2011-12-01,MONEY BOX BISCUITS DESIGN,6,0,0,0,0,1,1,0,0,0,28.0,4.0,0.0,0.0,0.0,1.0,21.0
2011-11-01,MONEY BOX CONFECTIONERY DESIGN,39,5,1,0,0,0,1,0,0,0,15.0,2.0,0.0,0.0,0.0,1.0,9.0
2011-12-01,MONEY BOX HOUSEKEEPING DESIGN,1,1,0,0,0,0,0,0,1,0,6.0,2.0,2.0,0.0,0.0,1.0,13.0
2011-12-01,MONEY BOX KINGS CHOICE DESIGN,13,1,1,0,0,0,0,0,1,0,27.0,5.0,5.0,0.0,0.0,2.0,36.0
2011-11-01,MONEY BOX POCKET MONEY DESIGN,42,6,1,0,0,2,0,0,1,0,14.0,4.0,1.0,0.0,0.0,0.0,25.0
2011-12-01,MONSTERS STENCIL CRAFT,132,5,0,0,0,0,0,0,1,0,156.0,37.0,4.0,0.0,0.0,1.0,176.0
2011-12-01,MOODY BOY  DOOR HANGER ,2,1,0,0,0,0,1,0,0,0,127.0,18.0,3.0,0.0,0.0,2.0,234.0
2011-11-01,MOODY GIRL DOOR HANGER ,160,29,6,0,0,0,0,0,1,0,355.0,17.0,2.0,0.0,0.0,2.0,203.0
2011-12-01,MORE BUTTER METAL SIGN ,2,1,0,0,0,0,1,0,0,0,97.0,15.0,4.0,0.0,0.0,2.0,113.0
2011-12-01,MOROCCAN TEA GLASS,816,5,1,0,0,0,0,0,1,0,24.0,2.0,0.0,0.0,0.0,0.0,85.0
2011-12-01,MOTHER'S KITCHEN SPOON REST ,18,3,2,0,0,1,0,0,1,0,11.0,3.0,3.0,0.0,0.0,2.0,9.0
2011-12-01,MOTORING TISSUE BOX,116,4,0,0,0,1,0,0,1,0,168.0,27.0,1.0,0.0,0.0,0.0,169.0
2011-12-01,MOUSE TOY WITH PINK T-SHIRT,6,3,2,0,0,0,0,0,1,0,66.0,16.0,7.0,0.0,0.0,2.0,47.0
2011-12-01,MOUSEY LONG LEGS SOFT TOY,3,0,2,0,0,0,1,0,0,0,3.0,1.0,1.0,0.0,0.0,0.0,10.0
2011-12-01,MR ROBOT SOFT TOY,8,1,0,0,0,0,0,0,1,0,4.0,2.0,1.0,0.0,0.0,0.0,5.0
2011-12-01,MRS ROBOT SOFT TOY,8,1,0,0,0,0,0,0,1,0,2.0,1.0,0.0,0.0,0.0,1.0,10.0
2011-12-01,MULTI COLOUR SILVER T-LIGHT HOLDER,214,8,1,0,0,0,0,0,1,0,1457.0,46.0,4.0,0.0,0.0,6.0,620.0
2011-12-01,MULTI HEARTS  STICKERS,12,1,0,0,0,0,0,0,1,0,7.0,3.0,2.0,0.0,0.0,0.0,11.0
2011-11-01,MULTICOLOUR  CONFETTI IN TUBE,60,2,0,0,0,0,1,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,23.0
2011-12-01,MULTICOLOUR 3D BALLS GARLAND,4,0,2,0,0,0,0,0,1,0,29.0,4.0,1.0,0.0,0.0,1.0,12.0
2011-12-01,MULTICOLOUR HONEYCOMB FAN,12,2,1,0,0,0,1,0,0,0,92.0,6.0,1.0,0.0,0.0,0.0,93.0
2011-12-01,MULTICOLOUR HONEYCOMB PAPER GARLAND,3,0,2,0,0,0,1,0,0,0,171.0,4.0,2.0,0.0,0.0,0.0,56.0
2011-12-01,MULTICOLOUR RABBIT EGG WARMER,1,0,1,0,0,0,0,0,1,0,23.0,2.0,2.0,0.0,0.0,0.0,19.0
2011-12-01,MULTICOLOUR SPRING FLOWER MUG,144,2,2,0,0,1,0,0,1,0,391.0,6.0,8.0,0.0,0.0,0.0,402.0
2011-12-01,MUM'S KITCHEN CLOCK,3,1,1,0,0,0,0,0,1,0,14.0,3.0,2.0,0.0,0.0,0.0,14.0
2011-12-01,MUSICAL ZINC HEART DECORATION ,21,1,2,0,0,2,0,0,1,0,844.0,32.0,21.0,0.0,0.0,2.0,737.0
2011-12-01,Manual,-1946,11,0,0,0,0,0,0,1,0,1684.0,42.0,5.0,2.0,0.0,4.0,1004.0
2011-11-01,NAMASTE SWAGAT INCENSE,744,9,0,0,0,0,1,0,0,0,156.0,7.0,0.0,0.0,0.0,1.0,54.0
2011-12-01,NATURAL HANGING QUILTED HEARTS ,36,3,0,0,0,0,0,0,1,0,119.0,14.0,0.0,0.0,0.0,0.0,75.0
2011-12-01,NATURAL SLATE CHALKBOARD LARGE ,116,10,2,0,0,0,0,0,1,0,189.0,43.0,11.0,0.0,0.0,1.0,109.0
2011-12-01,NATURAL SLATE HEART CHALKBOARD ,369,25,6,0,0,0,0,0,1,0,787.0,96.0,34.0,0.0,0.0,6.0,642.0
2011-12-01,NATURAL SLATE RECTANGLE CHALKBOARD,141,11,1,0,0,1,0,0,1,0,519.0,47.0,7.0,0.0,0.0,3.0,237.0
2011-12-01,NECKLACE+BRACELET SET BLUE BLOSSOM,1,0,1,0,0,0,1,0,0,0,5.0,1.0,0.0,0.0,0.0,0.0,4.0
2011-12-01,NECKLACE+BRACELET SET BLUE HIBISCUS,1,1,0,0,0,0,1,0,0,0,10.0,6.0,0.0,0.0,0.0,0.0,3.0
2011-11-01,NEW BAROQUE JEWELLERY BOX ,14,2,2,0,0,2,0,0,1,0,11.0,2.0,0.0,0.0,0.0,3.0,9.0
2011-12-01,NEW BAROQUE LARGE NECKLACE BLK/WHIT,1,0,1,0,0,0,0,1,0,0,1.0,0.0,1.0,0.0,0.0,0.0,2.0
2011-12-01,NINJA RABBIT BLACK,4,0,2,0,0,0,0,0,1,0,19.0,3.0,7.0,0.0,0.0,2.0,20.0
2011-12-01,NINJA RABBIT PINK,6,0,1,0,0,0,1,0,0,0,11.0,3.0,1.0,0.0,0.0,0.0,11.0
2011-12-01,NO JUNK MAIL METAL SIGN,97,6,4,0,0,1,0,0,1,0,95.0,7.0,2.0,0.0,0.0,1.0,110.0
2011-12-01,NO SINGING METAL SIGN,136,6,1,0,0,0,0,0,1,0,289.0,20.0,1.0,2.0,0.0,1.0,241.0
2011-12-01,NOEL GARLAND PAINTED ZINC ,28,1,2,0,0,0,0,0,1,0,552.0,21.0,23.0,0.0,0.0,4.0,426.0
2011-12-01,NOEL WOODEN BLOCK LETTERS ,7,2,1,0,0,0,0,0,1,0,45.0,20.0,2.0,0.0,0.0,2.0,43.0
2011-12-01,NOVELTY BISCUITS CAKE STAND 3 TIER,10,3,0,0,0,0,0,0,1,0,27.0,11.0,2.0,0.0,0.0,3.0,19.0
2011-11-01,NUMBER TILE COTTAGE GARDEN 0 ,10,1,2,0,0,0,0,0,1,0,1.0,0.0,1.0,0.0,0.0,0.0,4.0
2011-12-01,NUMBER TILE COTTAGE GARDEN 1,1,0,1,0,0,0,1,0,0,0,11.0,3.0,1.0,0.0,0.0,0.0,7.0
2011-12-01,NUMBER TILE COTTAGE GARDEN 2,3,1,1,0,0,0,1,0,0,0,11.0,1.0,3.0,0.0,0.0,0.0,5.0
2011-11-01,NUMBER TILE COTTAGE GARDEN 3 ,9,1,1,0,0,0,0,0,1,0,3.0,1.0,1.0,0.0,0.0,0.0,4.0
2011-11-01,NUMBER TILE COTTAGE GARDEN 4,9,1,1,0,0,0,0,0,1,0,1.0,0.0,1.0,0.0,0.0,0.0,8.0
2011-11-01,NUMBER TILE COTTAGE GARDEN 5,9,1,1,0,0,0,1,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,13.0
2011-11-01,NUMBER TILE COTTAGE GARDEN 6,9,1,1,0,0,0,0,0,1,0,12.0,1.0,3.0,0.0,0.0,1.0,4.0
2011-11-01,NUMBER TILE COTTAGE GARDEN 7,8,1,0,0,0,0,0,0,1,0,1.0,0.0,1.0,0.0,0.0,0.0,10.0
2011-11-01,NUMBER TILE COTTAGE GARDEN 8,9,1,1,0,0,0,1,0,0,0,10.0,1.0,2.0,0.0,0.0,0.0,6.0
2011-11-01,NUMBER TILE COTTAGE GARDEN 9,8,1,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,5.0
2011-11-01,NUMBER TILE COTTAGE GARDEN No,8,1,2,0,0,0,1,0,0,0,2.0,0.0,2.0,0.0,0.0,0.0,15.0
2011-11-01,NUMBER TILE VINTAGE FONT 0,28,1,0,1,0,0,0,0,1,0,4.0,1.0,2.0,0.0,0.0,0.0,3.0
2011-12-01,NUMBER TILE VINTAGE FONT 1,3,1,2,0,0,0,0,0,1,0,31.0,2.0,1.0,1.0,0.0,0.0,5.0
2011-12-01,NUMBER TILE VINTAGE FONT 2,1,0,1,0,0,0,0,0,1,0,30.0,2.0,0.0,1.0,0.0,0.0,5.0
2011-12-01,NUMBER TILE VINTAGE FONT 3,2,2,0,0,0,0,1,0,0,0,30.0,2.0,0.0,1.0,0.0,0.0,5.0
2011-11-01,NUMBER TILE VINTAGE FONT 4,30,1,2,1,0,0,1,0,0,0,4.0,2.0,1.0,0.0,0.0,0.0,2.0
2011-11-01,NUMBER TILE VINTAGE FONT 5,35,2,3,1,0,0,1,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,4.0
2011-11-01,NUMBER TILE VINTAGE FONT 6 ,30,2,1,1,0,0,0,0,1,0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
2011-12-01,NUMBER TILE VINTAGE FONT 7,3,1,1,0,0,0,0,0,1,0,28.0,1.0,0.0,1.0,0.0,0.0,3.0
2011-12-01,NUMBER TILE VINTAGE FONT 8,3,1,1,0,0,0,0,0,1,0,28.0,1.0,0.0,1.0,0.0,0.0,11.0
2011-11-01,NUMBER TILE VINTAGE FONT 9 ,30,2,1,1,0,0,0,0,1,0,1.0,0.0,1.0,0.0,0.0,0.0,4.0
2011-11-01,NUMBER TILE VINTAGE FONT No ,43,3,3,1,0,0,1,0,0,0,9.0,1.0,3.0,0.0,0.0,0.0,6.0
2011-11-01,NURSE'S BAG SOFT TOY,3,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,13.0
2011-12-01,"NURSERY A,B,C PAINTED LETTERS",10,3,0,0,0,1,1,0,0,0,14.0,6.0,1.0,0.0,0.0,0.0,6.0
2011-11-01,Next Day Carriage,24,24,0,0,0,0,0,0,1,0,5.0,5.0,0.0,0.0,0.0,0.0,6.0
2011-12-01,OCEAN SCENT CANDLE IN JEWELLED BOX,6,1,0,0,0,0,0,0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,41.0
2011-12-01,OFFICE MUG WARMER BLACK+SILVER ,6,3,0,0,0,0,0,0,1,0,99.0,13.0,4.0,0.0,0.0,4.0,43.0
2011-12-01,OFFICE MUG WARMER CHOC+BLUE,6,3,0,0,0,0,0,0,1,0,48.0,10.0,2.0,0.0,0.0,3.0,34.0
2011-11-01,OFFICE MUG WARMER PINK,37,9,3,0,0,0,1,0,0,0,272.0,4.0,0.0,0.0,0.0,2.0,24.0
2011-12-01,OFFICE MUG WARMER POLKADOT,5,2,1,0,0,0,0,0,1,0,148.0,14.0,10.0,0.0,0.0,2.0,37.0
2011-12-01,OLD ROSE COMBO BEAD NECKLACE,4,0,4,0,0,0,1,0,0,0,5.0,0.0,5.0,0.0,0.0,0.0,4.0
2011-12-01,OPEN CLOSED METAL SIGN,20,5,0,0,0,1,0,0,1,0,127.0,29.0,6.0,0.0,0.0,3.0,128.0
2011-12-01,ORANGE SCENTED SET/9 T-LIGHTS,49,2,1,0,0,0,0,0,1,0,37.0,5.0,1.0,0.0,0.0,0.0,23.0
2011-12-01,ORANGE TV TRAY TABLE ,1,0,1,0,0,0,0,0,1,0,18.0,1.0,2.0,0.0,0.0,0.0,11.0
2011-12-01,ORANGE VOTIVE CANDLE,24,1,0,0,0,0,0,0,1,0,24.0,1.0,0.0,0.0,0.0,0.0,63.0
2011-12-01,ORGANISER WOOD ANTIQUE WHITE ,1,1,0,0,0,0,0,0,1,0,2.0,3.0,0.0,0.0,0.0,0.0,3.0
2011-12-01,ORIGAMI JASMINE INCENSE/CANDLE SET,3,0,3,0,0,0,0,0,1,0,38.0,4.0,3.0,0.0,0.0,0.0,59.0
2011-12-01,ORIGAMI LAVENDER INCENSE/CANDL SET ,2,0,2,0,0,0,1,0,0,0,67.0,6.0,4.0,0.0,0.0,0.0,44.0
2011-12-01,ORIGAMI ROSE INCENSE/CANDLE SET ,4,0,3,0,0,0,1,0,0,0,168.0,13.0,10.0,0.0,0.0,1.0,34.0
2011-11-01,ORIGAMI SANDLEWOOD INCENSE/CAND SET,109,9,11,0,0,0,1,0,0,0,40.0,6.0,1.0,0.0,0.0,0.0,40.0
2011-12-01,ORIGAMI VANILLA INCENSE/CANDLE SET ,2,0,1,0,0,0,1,0,0,0,33.0,2.0,1.0,0.0,0.0,0.0,18.0
2011-12-01,OVEN MITT APPLES DESIGN,26,3,1,0,0,0,0,0,1,0,117.0,23.0,9.0,0.0,0.0,4.0,71.0
2011-12-01,OVERNIGHT BAG VINTAGE ROSE PAISLEY,10,2,2,0,0,0,0,0,1,0,67.0,14.0,14.0,0.0,0.0,1.0,38.0
2011-12-01,OWL DOORSTOP,3,1,2,0,0,0,0,0,1,0,169.0,17.0,20.0,0.0,0.0,1.0,108.0
2011-11-01,OYSTER TRINKET BOX,5,4,0,0,0,0,0,0,1,0,1.0,0.0,1.0,0.0,0.0,0.0,8.0
2011-12-01,PACK 20 ENGLISH ROSE PAPER NAPKINS,8,0,2,0,0,0,0,0,1,0,13.0,1.0,1.0,0.0,0.0,0.0,20.0
2011-12-01,PACK 3 BOXES BIRD PANNETONE ,241,3,2,0,0,1,0,0,1,0,76.0,7.0,2.0,0.0,0.0,0.0,252.0
2011-12-01,PACK 3 BOXES CHRISTMAS PANNETONE,79,5,1,0,0,0,0,0,1,0,44.0,4.0,1.0,0.0,0.0,0.0,107.0
2011-11-01,PACK 3 FIRE ENGINE/CAR PATCHES,3,0,1,0,0,0,1,0,0,0,2.0,1.0,0.0,0.0,0.0,0.0,6.0
2011-12-01,PACK 3 IRON ON DOG PATCHES,4,0,1,0,0,0,0,0,1,0,12.0,1.0,3.0,0.0,0.0,0.0,31.0
2011-12-01,PACK 6 HEART/ICE-CREAM PATCHES,21,0,4,0,0,0,0,0,1,0,18.0,2.0,5.0,0.0,0.0,0.0,22.0
2011-12-01,PACK OF 12 50'S CHRISTMAS TISSUES,120,4,0,0,0,0,0,0,1,0,1013.0,50.0,15.0,0.0,0.0,2.0,513.0
2011-12-01,PACK OF 12 BLUE PAISLEY TISSUES ,26,1,2,0,0,0,0,0,1,0,178.0,14.0,3.0,0.0,0.0,6.0,106.0
2011-12-01,PACK OF 12 CIRCUS PARADE TISSUES ,52,2,0,0,0,0,0,0,1,0,89.0,7.0,5.0,0.0,0.0,3.0,197.0
2011-12-01,PACK OF 12 COLOURED PENCILS,72,5,0,0,0,0,0,0,1,0,583.0,23.0,4.0,0.0,0.0,4.0,484.0
2011-11-01,PACK OF 12 DOLLY GIRL TISSUES,236,22,20,0,0,0,0,0,1,0,295.0,18.0,7.0,0.0,0.0,0.0,317.0
2011-12-01,PACK OF 12 HEARTS DESIGN TISSUES ,141,9,1,0,0,1,0,0,1,0,454.0,35.0,6.0,0.0,0.0,4.0,709.0
2011-12-01,PACK OF 12 LONDON TISSUES ,241,11,3,0,0,0,0,0,1,0,2248.0,48.0,18.0,0.0,0.0,1.0,1531.0
2011-12-01,PACK OF 12 PAISLEY PARK TISSUES ,60,3,0,0,0,0,0,0,1,0,290.0,20.0,13.0,0.0,0.0,1.0,329.0
2011-12-01,PACK OF 12 PINK PAISLEY TISSUES ,37,2,1,0,0,0,0,0,1,0,202.0,16.0,9.0,0.0,0.0,3.0,338.0
2011-12-01,PACK OF 12 PINK POLKADOT TISSUES,32,4,2,0,0,0,0,0,1,0,217.0,16.0,8.0,0.0,0.0,2.0,325.0
2011-12-01,PACK OF 12 RED APPLE TISSUES,25,1,1,0,0,0,0,0,1,0,118.0,13.0,8.0,0.0,0.0,0.0,264.0
2011-12-01,PACK OF 12 RED RETROSPOT TISSUES ,132,6,0,0,0,1,0,0,1,0,423.0,25.0,7.0,0.0,0.0,5.0,384.0
2011-12-01,PACK OF 12 SKULL TISSUES,26,2,0,0,0,0,0,0,1,0,209.0,18.0,11.0,0.0,0.0,4.0,1371.0
2011-12-01,PACK OF 12 SPACEBOY TISSUES,100,5,0,0,0,0,0,0,1,0,237.0,21.0,13.0,0.0,0.0,3.0,267.0
2011-12-01,PACK OF 12 STICKY BUNNIES,13,1,2,0,0,0,1,0,0,0,78.0,6.0,10.0,0.0,0.0,0.0,95.0
2011-12-01,PACK OF 12 SUKI TISSUES ,48,4,3,0,0,0,0,0,1,0,379.0,30.0,18.0,0.0,0.0,7.0,869.0
2011-12-01,PACK OF 12 TRADITIONAL CRAYONS,722,8,2,0,0,0,0,0,1,0,1011.0,44.0,18.0,0.0,0.0,5.0,840.0
2011-12-01,PACK OF 12 VINTAGE CHRISTMAS TISSUE,146,5,1,0,0,0,0,0,1,0,711.0,32.0,14.0,0.0,0.0,0.0,558.0
2011-12-01,PACK OF 12 VINTAGE DOILY TISSUES,98,4,1,0,0,0,0,0,1,0,408.0,20.0,8.0,0.0,0.0,1.0,614.0
2011-12-01,PACK OF 12 VINTAGE LEAF TISSUES ,48,2,0,0,0,0,0,0,1,0,146.0,13.0,5.0,0.0,0.0,0.0,438.0
2011-12-01,PACK OF 12 WOODLAND TISSUES ,24,1,0,0,0,0,0,0,1,0,319.0,18.0,16.0,0.0,0.0,7.0,572.0
2011-12-01,PACK OF 20 NAPKINS PANTRY DESIGN,253,15,4,1,0,1,0,0,1,0,451.0,43.0,13.0,0.0,0.0,3.0,478.0
2011-12-01,PACK OF 20 NAPKINS RED APPLES,69,9,3,0,0,0,0,0,1,0,167.0,24.0,8.0,0.0,0.0,3.0,206.0
2011-12-01,PACK OF 20 SKULL PAPER NAPKINS,43,5,3,0,0,0,0,0,1,0,205.0,15.0,11.0,0.0,0.0,1.0,212.0
2011-12-01,PACK OF 20 SPACEBOY NAPKINS,15,5,0,0,0,0,0,0,1,0,56.0,9.0,4.0,0.0,0.0,2.0,119.0
2011-12-01,PACK OF 6 BIRDY GIFT TAGS,69,7,2,0,0,0,0,0,1,0,676.0,42.0,13.0,1.0,0.0,3.0,451.0
2011-12-01,PACK OF 6 COCKTAIL PARASOL STRAWS,24,1,0,0,0,0,0,0,1,0,184.0,19.0,4.0,0.0,0.0,1.0,238.0
2011-12-01,PACK OF 6 HANDBAG GIFT BOXES,7,3,1,0,0,0,1,0,0,0,30.0,8.0,2.0,0.0,0.0,0.0,40.0
2011-12-01,PACK OF 6 LARGE FRUIT STRAWS ,32,1,3,0,0,0,0,0,1,0,124.0,12.0,4.0,0.0,0.0,3.0,183.0
2011-12-01,PACK OF 6 PANNETONE GIFT BOXES,101,7,1,0,0,0,0,0,1,0,69.0,10.0,2.0,0.0,0.0,0.0,414.0
2011-12-01,PACK OF 6 SANDCASTLE FLAGS ASSORTED,31,2,2,0,0,0,0,0,1,0,104.0,13.0,7.0,0.0,0.0,0.0,259.0
2011-12-01,PACK OF 6 SKULL PAPER CUPS,72,4,0,0,0,0,1,0,0,0,124.0,15.0,1.0,0.0,0.0,1.0,198.0
2011-12-01,PACK OF 6 SKULL PAPER PLATES,83,4,0,0,0,0,1,0,0,0,133.0,12.0,2.0,0.0,0.0,1.0,221.0
2011-12-01,PACK OF 6 SMALL FRUIT STRAWS,14,0,1,0,0,0,0,0,1,0,147.0,21.0,5.0,0.0,0.0,0.0,218.0
2011-11-01,PACK OF 6 SWEETIE GIFT BOXES,46,9,3,0,0,0,0,0,1,0,61.0,16.0,5.0,0.0,0.0,1.0,199.0
2011-12-01,PACK OF 60 DINOSAUR CAKE CASES,476,15,2,1,0,3,0,0,1,0,926.0,59.0,12.0,0.0,0.0,11.0,1193.0
2011-12-01,PACK OF 60 MUSHROOM CAKE CASES,69,12,3,0,0,0,0,0,1,0,345.0,26.0,17.0,1.0,0.0,5.0,541.0
2011-12-01,PACK OF 60 PINK PAISLEY CAKE CASES,378,17,3,0,0,1,0,0,1,0,2041.0,72.0,17.0,0.0,0.0,9.0,1858.0
2011-12-01,PACK OF 60 SPACEBOY CAKE CASES,122,10,1,0,0,1,0,0,1,0,902.0,43.0,14.0,2.0,0.0,1.0,621.0
2011-12-01,PACK OF 72 RETROSPOT CAKE CASES,1716,27,5,1,0,5,0,0,1,0,2277.0,99.0,34.0,0.0,0.0,7.0,3004.0
2011-12-01,PACK OF 72 SKULL CAKE CASES,132,10,2,0,0,1,0,0,1,0,1218.0,52.0,19.0,0.0,0.0,2.0,1096.0
2011-12-01,PACK OF SIX LED TEA LIGHTS,54,2,0,0,0,0,0,0,1,0,443.0,47.0,14.0,0.0,0.0,3.0,251.0
