YYYYMM,Description,Quantity,0_cluster,1_cluster,2_cluster,3_cluster,4_cluster,Erratic,Intermittent,Lumpy,Smooth,predict_Quantity,real_Quantity
2011-02-01,HEN HOUSE DECORATION,133,12,3,0,0,1,1,0,0,0,,
2011-03-01,HEN HOUSE DECORATION,219,24,7,0,0,1,1,0,0,0,,
2011-04-01,HEN HOUSE DECORATION,89,10,9,0,0,0,1,0,0,0,,
2011-05-01,HEN HOUSE DECORATION,81,6,1,0,0,0,1,0,0,0,,
2011-06-01,HEN HOUSE DECORATION,29,4,1,0,0,0,1,0,0,0,,
2011-07-01,HEN HOUSE DECORATION,35,4,1,0,0,0,1,0,0,0,,
2011-08-01,HEN HOUSE DECORATION,44,4,2,0,0,0,1,0,0,0,,
2011-09-01,HEN HOUSE DECORATION,45,5,0,0,0,1,1,0,0,0,,
2011-10-01,HEN HOUSE DECORATION,31,4,1,0,0,0,1,0,0,0,,
2011-11-01,HEN HOUSE DECORATION,92,12,1,0,0,1,1,0,0,0,,
2011-12-01,HEN HOUSE DECORATION,6,1,0,0,0,0,1,0,0,0,84.0,6.0
2010-06-01,HEN HOUSE W CHICK STANDING,1,0,1,0,0,0,1,0,0,0,,
2010-09-01,HEN HOUSE W CHICK STANDING,1,0,1,0,0,0,1,0,0,0,,
2010-10-01,HEN HOUSE W CHICK STANDING,24,1,0,0,0,0,1,0,0,0,,
2011-01-01,HEN HOUSE W CHICK STANDING,3,1,1,0,0,0,1,0,0,0,,
2011-02-01,HEN HOUSE W CHICK STANDING,31,4,2,0,0,0,1,0,0,0,,
2011-03-01,HEN HOUSE W CHICK STANDING,91,7,3,0,0,1,1,0,0,0,,
2011-06-01,HEN HOUSE W CHICK STANDING,120,0,0,0,0,1,1,0,0,0,,
2011-07-01,HEN HOUSE W CHICK STANDING,10,1,0,0,0,0,1,0,0,0,,
2011-10-01,HEN HOUSE W CHICK STANDING,1,0,0,0,0,1,1,0,0,0,16.0,1.0
2011-01-01,HEN HOUSE W FAMILY IN BARN & NEST,3,2,0,0,0,0,1,0,0,0,,
2011-02-01,HEN HOUSE W FAMILY IN BARN & NEST,3,1,0,0,0,0,1,0,0,0,,
2011-03-01,HEN HOUSE W FAMILY IN BARN & NEST,4,1,0,0,0,1,1,0,0,0,,
2011-04-01,HEN HOUSE W FAMILY IN BARN & NEST,1,1,0,0,0,0,1,0,0,0,,
2011-08-01,HEN HOUSE W FAMILY IN BARN & NEST,36,0,1,0,0,1,1,0,0,0,,
2011-11-01,HEN HOUSE W FAMILY IN BARN & NEST,4,2,0,0,0,0,1,0,0,0,1.0,4.0
2011-04-01,HEN HOUSE WITH CHICK STANDING,2,2,0,0,0,0,1,0,0,0,,
2011-11-01,HEN HOUSE WITH CHICK STANDING,12,1,0,0,0,0,1,0,0,0,,
2010-12-01,HEN PARTY CORDON BARRIER TAPE,13,1,1,0,0,0,0,0,1,0,,
2011-01-01,HEN PARTY CORDON BARRIER TAPE,8,1,2,0,0,0,0,0,1,0,,
2011-02-01,HEN PARTY CORDON BARRIER TAPE,24,3,0,0,0,1,0,0,1,0,,
2011-03-01,HEN PARTY CORDON BARRIER TAPE,4,1,0,0,0,0,0,0,1,0,,
2011-04-01,HEN PARTY CORDON BARRIER TAPE,23,3,3,0,0,0,0,0,1,0,,
2011-05-01,HEN PARTY CORDON BARRIER TAPE,28,3,0,0,0,1,0,0,1,0,,
2011-06-01,HEN PARTY CORDON BARRIER TAPE,21,2,3,0,0,1,0,0,1,0,,
2011-07-01,HEN PARTY CORDON BARRIER TAPE,36,3,2,0,0,1,0,0,1,0,,
2011-09-01,HEN PARTY CORDON BARRIER TAPE,26,2,0,0,0,1,0,0,1,0,,
2011-10-01,HEN PARTY CORDON BARRIER TAPE,6,1,1,0,0,1,0,0,1,0,,
2011-11-01,HEN PARTY CORDON BARRIER TAPE,12,3,0,0,0,1,0,0,1,0,4.0,12.0
2011-01-01,HENRIETTA HEN MUG ,-1,1,0,0,0,0,1,0,0,0,,
2011-02-01,HENRIETTA HEN MUG ,1,1,0,0,0,0,1,0,0,0,,
2011-05-01,HENRIETTA HEN MUG ,3,0,2,0,0,0,1,0,0,0,,
2011-08-01,HENRIETTA HEN MUG ,32,5,2,0,0,0,1,0,0,0,,
2011-09-01,HENRIETTA HEN MUG ,1,0,1,0,0,0,1,0,0,0,,
2011-10-01,HENRIETTA HEN MUG ,125,14,1,0,0,0,1,0,0,0,,
2011-11-01,HENRIETTA HEN MUG ,129,14,5,0,0,0,1,0,0,0,-1.0,129.0
2010-01-01,HERB MARKER BASIL,5,1,2,0,0,0,0,0,1,0,,
2010-02-01,HERB MARKER BASIL,4,3,0,0,0,0,0,0,1,0,,
2010-05-01,HERB MARKER BASIL,14,2,0,0,0,0,0,0,1,0,,
2010-06-01,HERB MARKER BASIL,2,0,2,0,0,0,0,0,1,0,,
2010-07-01,HERB MARKER BASIL,4,1,1,0,0,0,0,0,1,0,,
2010-08-01,HERB MARKER BASIL,1,1,0,0,0,0,0,0,1,0,,
2010-09-01,HERB MARKER BASIL,14,2,1,0,0,0,0,0,1,0,,
2010-10-01,HERB MARKER BASIL,1,0,1,0,0,0,0,0,1,0,,
2010-12-01,HERB MARKER BASIL,19,4,1,0,0,0,0,0,1,0,,
2011-01-01,HERB MARKER BASIL,149,15,3,0,0,1,0,0,1,0,,
2011-02-01,HERB MARKER BASIL,148,14,4,0,0,0,0,0,1,0,,
2011-03-01,HERB MARKER BASIL,144,13,4,0,0,0,0,0,1,0,,
2011-04-01,HERB MARKER BASIL,150,17,2,0,0,0,0,0,1,0,,
2011-05-01,HERB MARKER BASIL,287,17,10,0,0,3,0,0,1,0,,
2011-06-01,HERB MARKER BASIL,-1349,19,6,0,0,2,0,0,1,0,,
2011-07-01,HERB MARKER BASIL,97,15,3,0,0,0,0,0,1,0,,
2011-08-01,HERB MARKER BASIL,142,17,4,0,0,2,0,0,1,0,,
2011-09-01,HERB MARKER BASIL,49,6,3,0,0,1,0,0,1,0,,
2011-10-01,HERB MARKER BASIL,150,16,1,1,0,0,0,0,1,0,,
2011-11-01,HERB MARKER BASIL,107,10,6,0,0,4,0,0,1,0,,
2011-12-01,HERB MARKER BASIL,1762,8,0,0,0,1,0,0,1,0,-32.0,1763.0
2010-01-01,HERB MARKER CHIVES ,4,1,2,0,0,0,0,0,1,0,,
2010-02-01,HERB MARKER CHIVES ,4,2,0,0,0,0,0,0,1,0,,
2010-05-01,HERB MARKER CHIVES ,2,1,0,0,0,0,0,0,1,0,,
2010-06-01,HERB MARKER CHIVES ,1,0,1,0,0,0,0,0,1,0,,
2010-07-01,HERB MARKER CHIVES ,4,1,1,0,0,0,0,0,1,0,,
2010-08-01,HERB MARKER CHIVES ,1,0,1,0,0,0,0,0,1,0,,
2010-09-01,HERB MARKER CHIVES ,14,2,1,0,0,0,0,0,1,0,,
2010-12-01,HERB MARKER CHIVES ,18,4,0,0,0,0,0,0,1,0,,
2011-01-01,HERB MARKER CHIVES ,114,11,1,0,0,1,0,0,1,0,,
2011-02-01,HERB MARKER CHIVES ,134,13,1,0,0,0,0,0,1,0,,
2011-03-01,HERB MARKER CHIVES ,149,16,3,0,0,0,0,0,1,0,,
2011-04-01,HERB MARKER CHIVES ,154,16,5,0,0,0,0,0,1,0,,
2011-05-01,HERB MARKER CHIVES ,263,16,10,0,0,2,0,0,1,0,,
2011-06-01,HERB MARKER CHIVES ,111,14,4,0,0,1,0,0,1,0,,
2011-07-01,HERB MARKER CHIVES ,64,14,3,0,0,0,0,0,1,0,,
2011-08-01,HERB MARKER CHIVES ,107,13,3,0,0,2,0,0,1,0,,
2011-09-01,HERB MARKER CHIVES ,41,5,3,0,0,1,0,0,1,0,,
2011-10-01,HERB MARKER CHIVES ,151,16,2,1,0,0,0,0,1,0,,
2011-11-01,HERB MARKER CHIVES ,130,10,2,0,0,3,0,0,1,0,,
2011-12-01,HERB MARKER CHIVES ,243,6,0,0,0,1,0,0,1,0,124.0,243.0
2010-01-01,HERB MARKER MINT,4,1,2,0,0,0,0,0,1,0,,
2010-02-01,HERB MARKER MINT,4,2,0,0,0,0,0,0,1,0,,
2010-05-01,HERB MARKER MINT,2,1,0,0,0,0,0,0,1,0,,
2010-06-01,HERB MARKER MINT,2,0,2,0,0,0,0,0,1,0,,
2010-07-01,HERB MARKER MINT,2,1,0,0,0,0,0,0,1,0,,
2010-08-01,HERB MARKER MINT,1,1,0,0,0,0,0,0,1,0,,
2010-09-01,HERB MARKER MINT,14,2,1,0,0,0,0,0,1,0,,
2010-12-01,HERB MARKER MINT,20,4,2,0,0,0,0,0,1,0,,
2011-01-01,HERB MARKER MINT,155,16,3,0,0,1,0,0,1,0,,
2011-02-01,HERB MARKER MINT,149,14,3,0,0,0,0,0,1,0,,
2011-03-01,HERB MARKER MINT,157,16,4,0,0,0,0,0,1,0,,
2011-04-01,HERB MARKER MINT,197,21,4,0,0,0,0,0,1,0,,
2011-05-01,HERB MARKER MINT,298,18,10,0,0,2,0,0,1,0,,
2011-06-01,HERB MARKER MINT,151,21,4,0,0,1,0,0,1,0,,
2011-07-01,HERB MARKER MINT,83,14,2,0,0,0,0,0,1,0,,
2011-08-01,HERB MARKER MINT,156,15,3,0,0,3,0,0,1,0,,
2011-09-01,HERB MARKER MINT,55,7,4,0,0,1,0,0,1,0,,
2011-10-01,HERB MARKER MINT,157,18,2,1,0,0,0,0,1,0,,
2011-11-01,HERB MARKER MINT,91,8,3,0,0,3,0,0,1,0,,
2011-12-01,HERB MARKER MINT,47,6,0,0,0,1,0,0,1,0,112.0,47.0
2010-01-01,HERB MARKER PARSLEY,4,1,2,0,0,0,0,0,1,0,,
2010-02-01,HERB MARKER PARSLEY,4,2,0,0,0,0,0,0,1,0,,
2010-05-01,HERB MARKER PARSLEY,14,2,0,0,0,0,0,0,1,0,,
2010-06-01,HERB MARKER PARSLEY,1,0,1,0,0,0,0,0,1,0,,
2010-07-01,HERB MARKER PARSLEY,5,2,1,0,0,0,0,0,1,0,,
2010-08-01,HERB MARKER PARSLEY,2,2,0,0,0,0,0,0,1,0,,
2010-09-01,HERB MARKER PARSLEY,14,2,1,0,0,0,0,0,1,0,,
2010-10-01,HERB MARKER PARSLEY,1,0,1,0,0,0,0,0,1,0,,
2010-12-01,HERB MARKER PARSLEY,19,4,1,0,0,0,0,0,1,0,,
2011-01-01,HERB MARKER PARSLEY,131,13,2,0,0,1,0,0,1,0,,
2011-02-01,HERB MARKER PARSLEY,135,14,1,0,0,0,0,0,1,0,,
2011-03-01,HERB MARKER PARSLEY,175,17,3,0,0,0,0,0,1,0,,
2011-04-01,HERB MARKER PARSLEY,151,17,4,0,0,0,0,0,1,0,,
2011-05-01,HERB MARKER PARSLEY,266,16,9,0,0,2,0,0,1,0,,
2011-06-01,HERB MARKER PARSLEY,152,20,6,0,0,2,0,0,1,0,,
2011-07-01,HERB MARKER PARSLEY,87,15,3,0,0,0,0,0,1,0,,
2011-08-01,HERB MARKER PARSLEY,147,17,5,0,0,2,0,0,1,0,,
2011-09-01,HERB MARKER PARSLEY,54,6,4,0,0,1,0,0,1,0,,
2011-10-01,HERB MARKER PARSLEY,144,16,2,1,0,0,0,0,1,0,,
2011-11-01,HERB MARKER PARSLEY,110,10,5,0,0,4,0,0,1,0,,
2011-12-01,HERB MARKER PARSLEY,246,6,0,0,0,1,0,0,1,0,1.0,246.0
2010-01-01,HERB MARKER ROSEMARY,3,1,2,0,0,0,0,0,1,0,,
2010-02-01,HERB MARKER ROSEMARY,4,3,0,0,0,0,0,0,1,0,,
2010-05-01,HERB MARKER ROSEMARY,14,2,0,0,0,0,0,0,1,0,,
2010-06-01,HERB MARKER ROSEMARY,2,0,2,0,0,0,0,0,1,0,,
2010-07-01,HERB MARKER ROSEMARY,2,0,1,0,0,0,0,0,1,0,,
2010-09-01,HERB MARKER ROSEMARY,14,2,1,0,0,0,0,0,1,0,,
2010-10-01,HERB MARKER ROSEMARY,1,0,1,0,0,0,0,0,1,0,,
2010-12-01,HERB MARKER ROSEMARY,19,4,1,0,0,0,0,0,1,0,,
2011-01-01,HERB MARKER ROSEMARY,148,15,2,0,0,1,0,0,1,0,,
2011-02-01,HERB MARKER ROSEMARY,146,14,3,0,0,0,0,0,1,0,,
2011-03-01,HERB MARKER ROSEMARY,154,15,4,0,0,0,0,0,1,0,,
2011-04-01,HERB MARKER ROSEMARY,166,19,3,0,0,0,0,0,1,0,,
2011-05-01,HERB MARKER ROSEMARY,279,15,8,0,0,3,0,0,1,0,,
2011-06-01,HERB MARKER ROSEMARY,152,22,3,0,0,2,0,0,1,0,,
2011-07-01,HERB MARKER ROSEMARY,98,15,3,0,0,0,0,0,1,0,,
2011-08-01,HERB MARKER ROSEMARY,151,18,3,0,0,2,0,0,1,0,,
2011-09-01,HERB MARKER ROSEMARY,43,6,4,0,0,1,0,0,1,0,,
2011-10-01,HERB MARKER ROSEMARY,166,17,2,1,0,0,0,0,1,0,,
2011-11-01,HERB MARKER ROSEMARY,124,10,7,0,0,4,0,0,1,0,,
2011-12-01,HERB MARKER ROSEMARY,246,6,0,0,0,1,0,0,1,0,120.0,246.0
2010-01-01,HERB MARKER THYME,3,1,2,0,0,0,0,0,1,0,,
2010-02-01,HERB MARKER THYME,4,2,0,0,0,0,0,0,1,0,,
2010-05-01,HERB MARKER THYME,14,2,0,0,0,0,0,0,1,0,,
2010-06-01,HERB MARKER THYME,1,0,1,0,0,0,0,0,1,0,,
2010-07-01,HERB MARKER THYME,4,1,1,0,0,0,0,0,1,0,,
2010-08-01,HERB MARKER THYME,1,1,0,0,0,0,0,0,1,0,,
2010-09-01,HERB MARKER THYME,14,2,1,0,0,0,0,0,1,0,,
2010-10-01,HERB MARKER THYME,1,0,1,0,0,0,0,0,1,0,,
2010-12-01,HERB MARKER THYME,19,4,1,0,0,0,0,0,1,0,,
2011-01-01,HERB MARKER THYME,135,14,2,0,0,1,0,0,1,0,,
2011-02-01,HERB MARKER THYME,126,14,4,0,0,0,0,0,1,0,,
2011-03-01,HERB MARKER THYME,161,17,4,0,0,0,0,0,1,0,,
2011-04-01,HERB MARKER THYME,170,19,3,0,0,0,0,0,1,0,,
2011-05-01,HERB MARKER THYME,295,14,8,0,0,4,0,0,1,0,,
2011-06-01,HERB MARKER THYME,126,19,6,0,0,1,0,0,1,0,,
2011-07-01,HERB MARKER THYME,104,19,3,0,0,0,0,0,1,0,,
2011-08-01,HERB MARKER THYME,168,15,3,0,0,2,0,0,1,0,,
2011-09-01,HERB MARKER THYME,55,7,4,0,0,1,0,0,1,0,,
2011-10-01,HERB MARKER THYME,140,14,2,1,0,0,0,0,1,0,,
2011-11-01,HERB MARKER THYME,109,10,5,0,0,3,0,0,1,0,,
2011-12-01,HERB MARKER THYME,246,6,0,0,0,1,0,0,1,0,1.0,246.0
2010-01-01,HI TEC ALPINE HAND WARMER,10,2,2,0,0,0,0,0,1,0,,
2010-02-01,HI TEC ALPINE HAND WARMER,6,1,0,0,0,0,0,0,1,0,,
2010-03-01,HI TEC ALPINE HAND WARMER,3,0,1,0,0,0,0,0,1,0,,
2010-05-01,HI TEC ALPINE HAND WARMER,5,5,0,0,0,0,0,0,1,0,,
2010-06-01,HI TEC ALPINE HAND WARMER,23,1,2,0,0,0,0,0,1,0,,
2010-07-01,HI TEC ALPINE HAND WARMER,10,1,5,0,0,0,0,0,1,0,,
2010-08-01,HI TEC ALPINE HAND WARMER,4,0,1,0,0,0,0,0,1,0,,
2010-09-01,HI TEC ALPINE HAND WARMER,2,0,2,0,0,0,0,0,1,0,,
2010-10-01,HI TEC ALPINE HAND WARMER,6,1,1,0,0,0,0,0,1,0,,
2010-12-01,HI TEC ALPINE HAND WARMER,349,8,11,0,0,3,0,0,1,0,,
2011-01-01,HI TEC ALPINE HAND WARMER,28,4,9,0,0,0,0,0,1,0,,
2011-02-01,HI TEC ALPINE HAND WARMER,1,2,1,0,0,0,0,0,1,0,,
2011-04-01,HI TEC ALPINE HAND WARMER,9,1,1,0,0,0,0,0,1,0,,
2011-05-01,HI TEC ALPINE HAND WARMER,6,2,1,0,0,0,0,0,1,0,,
2011-06-01,HI TEC ALPINE HAND WARMER,10,2,2,0,0,0,0,0,1,0,,
2011-07-01,HI TEC ALPINE HAND WARMER,30,1,0,0,0,0,0,0,1,0,,
2011-08-01,HI TEC ALPINE HAND WARMER,49,3,1,0,0,0,0,0,1,0,,
2011-09-01,HI TEC ALPINE HAND WARMER,45,4,2,0,0,0,0,0,1,0,,
2011-10-01,HI TEC ALPINE HAND WARMER,140,8,3,0,0,0,0,0,1,0,,
2011-11-01,HI TEC ALPINE HAND WARMER,95,10,7,0,0,0,0,0,1,0,,
2011-12-01,HI TEC ALPINE HAND WARMER,2,0,2,0,0,0,0,0,1,0,1.0,2.0
2010-06-01,HILDA CANDY SPOT RABBIT,1,0,1,0,0,0,1,0,0,0,,
2010-09-01,HILDA CANDY SPOT RABBIT,1,0,1,0,0,0,1,0,0,0,,
2010-10-01,HILDA CANDY SPOT RABBIT,1,0,1,0,0,0,1,0,0,0,,
2011-03-01,HILDA CANDY SPOT RABBIT,4,2,1,0,0,0,1,0,0,0,,
2011-05-01,HILDA CANDY SPOT RABBIT,6,2,0,0,0,1,1,0,0,0,,
2011-06-01,HILDA CANDY SPOT RABBIT,1,1,0,0,0,0,1,0,0,0,,
2011-07-01,HILDA CANDY SPOT RABBIT,4,2,1,0,0,0,1,0,0,0,,
2011-08-01,HILDA CANDY SPOT RABBIT,2,1,0,0,0,0,1,0,0,0,,
2011-09-01,HILDA CANDY SPOT RABBIT,1,1,0,0,0,0,1,0,0,0,,
2011-10-01,HILDA CANDY SPOT RABBIT,2,1,0,0,0,0,1,0,0,0,,
2011-11-01,HILDA CANDY SPOT RABBIT,2,1,0,0,0,0,1,0,0,0,1.0,2.0
2010-12-01,HIPPY CHIC DECORATIVE PARASOL,39,1,2,0,0,2,1,0,0,0,,
2011-01-01,HIPPY CHIC DECORATIVE PARASOL,89,5,6,0,0,1,1,0,0,0,,
2011-03-01,HIPPY CHIC DECORATIVE PARASOL,2,1,0,0,0,0,1,0,0,0,,
2011-04-01,HIPPY CHIC DECORATIVE PARASOL,12,1,0,0,0,0,1,0,0,0,,
2011-05-01,HIPPY CHIC DECORATIVE PARASOL,2,1,1,0,0,0,1,0,0,0,,
2011-07-01,HIPPY CHIC DECORATIVE PARASOL,8,1,0,0,0,0,1,0,0,0,,
2011-09-01,HIPPY CHIC DECORATIVE PARASOL,12,1,0,0,0,0,1,0,0,0,,
2011-11-01,HIPPY CHIC DECORATIVE PARASOL,2,1,1,0,0,0,1,0,0,0,,
2011-12-01,HIPPY CHIC DECORATIVE PARASOL,3,1,1,0,0,0,1,0,0,0,2.0,3.0
2010-01-01,HOLIDAY FUN LUDO,2,0,1,0,0,0,0,0,1,0,,
2010-03-01,HOLIDAY FUN LUDO,1,1,0,0,0,0,0,0,1,0,,
2010-05-01,HOLIDAY FUN LUDO,9,3,0,0,0,0,0,0,1,0,,
2010-06-01,HOLIDAY FUN LUDO,2,0,2,0,0,0,0,0,1,0,,
2010-07-01,HOLIDAY FUN LUDO,5,0,4,0,0,0,0,0,1,0,,
2010-08-01,HOLIDAY FUN LUDO,1,0,1,0,0,0,0,0,1,0,,
2010-09-01,HOLIDAY FUN LUDO,8,2,1,0,0,0,0,0,1,0,,
2010-10-01,HOLIDAY FUN LUDO,5,0,2,0,0,0,0,0,1,0,,
2010-12-01,HOLIDAY FUN LUDO,47,2,4,0,0,1,0,0,1,0,,
2011-01-01,HOLIDAY FUN LUDO,30,8,3,0,0,0,0,0,1,0,,
2011-02-01,HOLIDAY FUN LUDO,40,11,4,0,0,0,0,0,1,0,,
2011-03-01,HOLIDAY FUN LUDO,33,9,0,0,0,1,0,0,1,0,,
2011-04-01,HOLIDAY FUN LUDO,68,12,1,0,0,0,0,0,1,0,,
2011-05-01,HOLIDAY FUN LUDO,53,10,3,0,0,5,0,0,1,0,,
2011-06-01,HOLIDAY FUN LUDO,113,11,2,0,0,1,0,0,1,0,,
2011-07-01,HOLIDAY FUN LUDO,160,18,2,0,0,3,0,0,1,0,,
2011-08-01,HOLIDAY FUN LUDO,70,7,3,0,0,1,0,0,1,0,,
2011-09-01,HOLIDAY FUN LUDO,111,11,1,0,0,0,0,0,1,0,,
2011-10-01,HOLIDAY FUN LUDO,310,31,4,0,0,1,0,0,1,0,,
2011-11-01,HOLIDAY FUN LUDO,82,19,6,0,0,7,0,0,1,0,,
2011-12-01,HOLIDAY FUN LUDO,7,3,0,0,0,0,0,0,1,0,86.0,7.0
2010-10-01,HOLLY TOP CHRISTMAS STOCKING,1,1,0,0,0,0,0,0,1,0,,
2010-12-01,HOLLY TOP CHRISTMAS STOCKING,19,5,1,0,0,0,0,0,1,0,,
2010-01-01,HOME BUILDING BLOCK WORD,22,5,1,0,0,0,0,0,1,0,,
2010-02-01,HOME BUILDING BLOCK WORD,17,5,0,0,0,0,0,0,1,0,,
2010-03-01,HOME BUILDING BLOCK WORD,1,0,1,0,0,0,0,0,1,0,,
2010-05-01,HOME BUILDING BLOCK WORD,39,7,0,0,0,0,0,0,1,0,,
2010-06-01,HOME BUILDING BLOCK WORD,45,4,2,0,0,1,0,0,1,0,,
2010-07-01,HOME BUILDING BLOCK WORD,22,3,1,0,0,0,0,0,1,0,,
2010-08-01,HOME BUILDING BLOCK WORD,30,5,1,0,0,0,0,0,1,0,,
2010-09-01,HOME BUILDING BLOCK WORD,25,4,2,0,0,1,0,0,1,0,,
2010-10-01,HOME BUILDING BLOCK WORD,8,1,2,0,0,0,0,0,1,0,,
2010-12-01,HOME BUILDING BLOCK WORD,99,26,9,0,0,0,0,0,1,0,,
2011-01-01,HOME BUILDING BLOCK WORD,259,60,8,0,0,8,0,0,1,0,,
2011-02-01,HOME BUILDING BLOCK WORD,252,50,8,0,0,3,0,0,1,0,,
2011-03-01,HOME BUILDING BLOCK WORD,217,54,4,0,0,3,0,0,1,0,,
2011-04-01,HOME BUILDING BLOCK WORD,248,54,7,0,0,0,0,0,1,0,,
2011-05-01,HOME BUILDING BLOCK WORD,245,57,7,0,0,6,0,0,1,0,,
2011-06-01,HOME BUILDING BLOCK WORD,193,51,4,0,0,2,0,0,1,0,,
2011-07-01,HOME BUILDING BLOCK WORD,176,56,5,0,0,1,0,0,1,0,,
2011-08-01,HOME BUILDING BLOCK WORD,166,46,6,0,0,4,0,0,1,0,,
2011-09-01,HOME BUILDING BLOCK WORD,181,56,4,0,0,4,0,0,1,0,,
2011-10-01,HOME BUILDING BLOCK WORD,209,58,6,0,0,3,0,0,1,0,,
2011-11-01,HOME BUILDING BLOCK WORD,235,67,7,0,0,3,0,0,1,0,,
2011-12-01,HOME BUILDING BLOCK WORD,71,10,2,0,0,1,0,0,1,0,1.0,71.0
2010-01-01,HOME GARLAND PAINTED ZINC ,1,0,1,0,0,0,1,0,0,0,,
2010-06-01,HOME GARLAND PAINTED ZINC ,1,0,1,0,0,0,1,0,0,0,,
2010-07-01,HOME GARLAND PAINTED ZINC ,1,0,1,0,0,0,1,0,0,0,,
2010-10-01,HOME GARLAND PAINTED ZINC ,2,0,2,0,0,0,1,0,0,0,,
2010-12-01,HOME GARLAND PAINTED ZINC ,91,3,3,0,0,0,1,0,0,0,,
2011-01-01,HOME GARLAND PAINTED ZINC ,80,3,19,0,0,0,1,0,0,0,,
2011-02-01,HOME GARLAND PAINTED ZINC ,21,2,3,0,0,0,1,0,0,0,,
2011-03-01,HOME GARLAND PAINTED ZINC ,76,4,4,0,0,0,1,0,0,0,,
2011-04-01,HOME GARLAND PAINTED ZINC ,52,1,5,0,0,1,1,0,0,0,,
2011-05-01,HOME GARLAND PAINTED ZINC ,78,5,5,0,0,1,1,0,0,0,,
2011-06-01,HOME GARLAND PAINTED ZINC ,74,4,5,0,0,0,1,0,0,0,,
2011-07-01,HOME GARLAND PAINTED ZINC ,90,7,8,0,0,0,1,0,0,0,,
2011-08-01,HOME GARLAND PAINTED ZINC ,95,6,3,0,0,0,1,0,0,0,,
2011-09-01,HOME GARLAND PAINTED ZINC ,153,6,3,0,0,0,1,0,0,0,,
2011-10-01,HOME GARLAND PAINTED ZINC ,100,5,3,0,0,1,1,0,0,0,,
2011-11-01,HOME GARLAND PAINTED ZINC ,26,5,6,0,0,0,1,0,0,0,,
2011-12-01,HOME GARLAND PAINTED ZINC ,20,0,4,0,0,0,1,0,0,0,46.0,20.0
2010-01-01,HOME SMALL WOOD LETTERS,4,1,0,0,0,1,0,0,1,0,,
2010-05-01,HOME SMALL WOOD LETTERS,4,3,0,0,0,0,0,0,1,0,,
2010-06-01,HOME SMALL WOOD LETTERS,4,0,1,0,0,1,0,0,1,0,,
2010-07-01,HOME SMALL WOOD LETTERS,2,0,2,0,0,0,0,0,1,0,,
2010-08-01,HOME SMALL WOOD LETTERS,9,2,0,0,0,0,0,0,1,0,,
2010-09-01,HOME SMALL WOOD LETTERS,3,1,2,0,0,0,0,0,1,0,,
2010-12-01,HOME SMALL WOOD LETTERS,21,7,6,0,0,2,0,0,1,0,,
2011-01-01,HOME SMALL WOOD LETTERS,59,12,7,0,0,1,0,0,1,0,,
2011-02-01,HOME SMALL WOOD LETTERS,30,15,4,0,0,1,0,0,1,0,,
2011-03-01,HOME SMALL WOOD LETTERS,30,9,4,0,0,2,0,0,1,0,,
2011-04-01,HOME SMALL WOOD LETTERS,14,6,3,0,0,0,0,0,1,0,,
2011-05-01,HOME SMALL WOOD LETTERS,6,3,0,0,0,1,0,0,1,0,,
2011-06-01,HOME SMALL WOOD LETTERS,12,8,1,0,0,0,0,0,1,0,,
2011-07-01,HOME SMALL WOOD LETTERS,10,9,0,0,0,0,0,0,1,0,,
2011-08-01,HOME SMALL WOOD LETTERS,5,4,0,0,0,0,0,0,1,0,,
2011-09-01,HOME SMALL WOOD LETTERS,7,4,2,0,0,0,0,0,1,0,,
2011-10-01,HOME SMALL WOOD LETTERS,9,4,1,0,0,0,0,0,1,0,,
2011-11-01,HOME SMALL WOOD LETTERS,0,3,1,0,0,0,0,0,1,0,,
2011-12-01,HOME SMALL WOOD LETTERS,2,1,1,0,0,0,0,0,1,0,9.0,2.0
2011-05-01,HOME SWEEET HOME 3 PEG HANGER ,1,1,0,0,0,0,1,0,0,0,,
2011-09-01,HOME SWEEET HOME 3 PEG HANGER ,24,3,0,0,0,0,1,0,0,0,,
2011-01-01,HOME SWEET HOME 2 DRAWER CABINET,8,2,0,0,0,0,0,0,1,0,,
2011-02-01,HOME SWEET HOME 2 DRAWER CABINET,16,3,1,0,0,1,0,0,1,0,,
2011-04-01,HOME SWEET HOME 2 DRAWER CABINET,7,3,0,0,0,0,0,0,1,0,,
2011-05-01,HOME SWEET HOME 2 DRAWER CABINET,2,1,1,0,0,0,0,0,1,0,,
2011-06-01,HOME SWEET HOME 2 DRAWER CABINET,12,3,0,0,0,0,0,0,1,0,,
2011-07-01,HOME SWEET HOME 2 DRAWER CABINET,5,2,0,0,0,0,0,0,1,0,,
2011-08-01,HOME SWEET HOME 2 DRAWER CABINET,6,1,2,0,0,0,0,0,1,0,,
2011-09-01,HOME SWEET HOME 2 DRAWER CABINET,47,13,1,0,0,0,0,0,1,0,,
2011-10-01,HOME SWEET HOME 2 DRAWER CABINET,88,17,1,0,0,3,0,0,1,0,,
2011-11-01,HOME SWEET HOME 2 DRAWER CABINET,61,10,6,0,0,2,0,0,1,0,,
2011-12-01,HOME SWEET HOME 2 DRAWER CABINET,1,0,1,0,0,0,0,0,1,0,1.0,1.0
2011-01-01,HOME SWEET HOME 3 PEG HANGER ,1,0,1,0,0,0,0,0,1,0,,
2011-02-01,HOME SWEET HOME 3 PEG HANGER ,23,3,1,0,0,0,0,0,1,0,,
