,YYYYMM,Description,Quantity,Demand Pattern,0_cluster,1_cluster,2_cluster,3_cluster,4_cluster,product_cluster
20903,201009,HEARTS GIFT TAPE,7,Erratic,7,0,0,0,0,0
20904,201012,HEARTS GIFT TAPE,377,Erratic,193,16,0,0,168,0
20905,201101,HEARTS GIFT TAPE,346,Erratic,184,66,0,0,96,0
20906,201102,HEARTS GIFT TAPE,14,Erratic,12,2,0,0,0,0
20907,201103,HEARTS GIFT TAPE,4,Erratic,4,0,0,0,0,0
20908,201104,HEARTS GIFT TAPE,58,Erratic,38,15,0,0,5,0
20909,201105,HEARTS GIFT TAPE,79,Erratic,50,5,0,0,24,0
20910,201106,HEARTS GIFT TAPE,90,Erratic,84,6,0,0,0,0
20911,201107,HEARTS GIFT TAPE,42,Erratic,37,5,0,0,0,0
20912,201108,HEARTS GIFT TAPE,14,Erratic,13,1,0,0,0,0
20913,201109,HEARTS GIFT TAPE,6,Erratic,4,2,0,0,0,0
20914,201110,HEARTS GIFT TAPE,105,Erratic,93,12,0,0,0,0
20915,201111,HEARTS GIFT TAPE,20,Erratic,15,5,0,0,0,0
20916,201112,HEARTS GIFT TAPE,14,Erratic,0,14,0,0,0,0
20917,201003,HEARTS WRAPPING TAPE ,1,Erratic,1,0,0,0,0,0
20918,201103,HEARTS WRAPPING TAPE ,1,Erratic,1,0,0,0,0,0
20919,201104,HEARTS WRAPPING TAPE ,3,Erratic,3,0,0,0,0,0
20920,201102,HEAVENS SCENT FRAGRANCE OILS ASSTD,72,,72,0,0,0,0,0
20921,201101,HELLO SAILOR BATHROOM SET,3,Intermittent,3,0,0,0,0,0
20922,201103,HELLO SAILOR BATHROOM SET,3,Intermittent,3,0,0,0,0,0
20923,201104,HELLO SAILOR BATHROOM SET,2,Intermittent,2,0,0,0,0,0
20924,201107,HELLO SAILOR BATHROOM SET,4,Intermittent,4,0,0,0,0,0
20925,201111,HELLO SAILOR BATHROOM SET,2,Intermittent,2,0,0,0,0,0
20926,201003,HELLO SAILOR BLUE SOAP HOLDER,12,Erratic,0,0,0,0,12,0
20927,201009,HELLO SAILOR BLUE SOAP HOLDER,1,Erratic,1,0,0,0,0,0
20928,201012,HELLO SAILOR BLUE SOAP HOLDER,6,Erratic,4,2,0,0,0,0
20929,201101,HELLO SAILOR BLUE SOAP HOLDER,7,Erratic,4,3,0,0,0,0
20930,201102,HELLO SAILOR BLUE SOAP HOLDER,17,Erratic,15,2,0,0,0,0
20931,201103,HELLO SAILOR BLUE SOAP HOLDER,2,Erratic,2,0,0,0,0,0
20932,201104,HELLO SAILOR BLUE SOAP HOLDER,7,Erratic,4,3,0,0,0,0
20933,201105,HELLO SAILOR BLUE SOAP HOLDER,13,Erratic,12,1,0,0,0,0
20934,201106,HELLO SAILOR BLUE SOAP HOLDER,7,Erratic,2,5,0,0,0,0
20935,201107,HELLO SAILOR BLUE SOAP HOLDER,11,Erratic,6,1,0,0,4,0
20936,201108,HELLO SAILOR BLUE SOAP HOLDER,41,Erratic,29,0,0,0,12,0
20937,201109,HELLO SAILOR BLUE SOAP HOLDER,27,Erratic,24,3,0,0,0,0
20938,201110,HELLO SAILOR BLUE SOAP HOLDER,2,Erratic,0,2,0,0,0,0
20939,201111,HELLO SAILOR BLUE SOAP HOLDER,4,Erratic,3,0,0,0,1,0
20940,201112,HELLO SAILOR BLUE SOAP HOLDER,7,Erratic,0,3,0,0,4,0
20941,201002,HEN HOUSE DECORATION,12,Erratic,12,0,0,0,0,0
20942,201006,HEN HOUSE DECORATION,1,Erratic,0,1,0,0,0,0
20943,201010,HEN HOUSE DECORATION,3,Erratic,0,3,0,0,0,0
20944,201012,HEN HOUSE DECORATION,12,Erratic,12,0,0,0,0,0
20945,201101,HEN HOUSE DECORATION,109,Erratic,93,4,0,0,12,0
20946,201102,HEN HOUSE DECORATION,133,Erratic,116,5,0,0,12,0
20947,201103,HEN HOUSE DECORATION,219,Erratic,187,20,0,0,12,0
20948,201104,HEN HOUSE DECORATION,89,Erratic,77,12,0,0,0,0
20949,201105,HEN HOUSE DECORATION,81,Erratic,80,1,0,0,0,0
20950,201106,HEN HOUSE DECORATION,29,Erratic,27,2,0,0,0,0
20951,201107,HEN HOUSE DECORATION,35,Erratic,34,1,0,0,0,0
20952,201108,HEN HOUSE DECORATION,44,Erratic,42,2,0,0,0,0
20953,201109,HEN HOUSE DECORATION,45,Erratic,33,0,0,0,12,0
20954,201110,HEN HOUSE DECORATION,31,Erratic,30,1,0,0,0,0
20955,201111,HEN HOUSE DECORATION,92,Erratic,87,1,0,0,4,0
20956,201112,HEN HOUSE DECORATION,6,Erratic,6,0,0,0,0,0
20957,201103,HEN HOUSE W CHICK IN NEST,1,,0,0,0,0,1,0
20958,201006,HEN HOUSE W CHICK STANDING,1,Erratic,0,1,0,0,0,0
20959,201009,HEN HOUSE W CHICK STANDING,1,Erratic,0,1,0,0,0,0
20960,201010,HEN HOUSE W CHICK STANDING,24,Erratic,24,0,0,0,0,0
20961,201101,HEN HOUSE W CHICK STANDING,3,Erratic,2,1,0,0,0,0
20962,201102,HEN HOUSE W CHICK STANDING,31,Erratic,29,2,0,0,0,0
20963,201103,HEN HOUSE W CHICK STANDING,91,Erratic,82,8,0,0,1,0
20964,201106,HEN HOUSE W CHICK STANDING,120,Erratic,0,0,0,0,120,0
20965,201107,HEN HOUSE W CHICK STANDING,10,Erratic,10,0,0,0,0,0
20966,201110,HEN HOUSE W CHICK STANDING,1,Erratic,0,0,0,0,1,0
20967,201101,HEN HOUSE W FAMILY IN BARN & NEST,3,Erratic,3,0,0,0,0,0
20968,201102,HEN HOUSE W FAMILY IN BARN & NEST,3,Erratic,3,0,0,0,0,0
20969,201103,HEN HOUSE W FAMILY IN BARN & NEST,4,Erratic,2,0,0,0,2,0
20970,201104,HEN HOUSE W FAMILY IN BARN & NEST,1,Erratic,1,0,0,0,0,0
20971,201108,HEN HOUSE W FAMILY IN BARN & NEST,36,Erratic,0,2,0,0,34,0
20972,201111,HEN HOUSE W FAMILY IN BARN & NEST,4,Erratic,4,0,0,0,0,0
20973,201104,HEN HOUSE WITH CHICK STANDING,2,Erratic,2,0,0,0,0,0
20974,201111,HEN HOUSE WITH CHICK STANDING,12,Erratic,12,0,0,0,0,0
20975,201012,HEN PARTY CORDON BARRIER TAPE,13,Lumpy,12,1,0,0,0,0
20976,201101,HEN PARTY CORDON BARRIER TAPE,8,Lumpy,6,2,0,0,0,0
20977,201102,HEN PARTY CORDON BARRIER TAPE,24,Lumpy,19,0,0,0,5,0
20978,201103,HEN PARTY CORDON BARRIER TAPE,4,Lumpy,4,0,0,0,0,0
20979,201104,HEN PARTY CORDON BARRIER TAPE,23,Lumpy,16,7,0,0,0,0
20980,201105,HEN PARTY CORDON BARRIER TAPE,28,Lumpy,27,0,0,0,1,0
20981,201106,HEN PARTY CORDON BARRIER TAPE,21,Lumpy,15,5,0,0,1,0
20982,201107,HEN PARTY CORDON BARRIER TAPE,36,Lumpy,14,21,0,0,1,0
20983,201109,HEN PARTY CORDON BARRIER TAPE,26,Lumpy,23,0,0,0,3,0
20984,201110,HEN PARTY CORDON BARRIER TAPE,6,Lumpy,1,1,0,0,4,0
20985,201111,HEN PARTY CORDON BARRIER TAPE,12,Lumpy,11,0,0,0,1,0
20986,201101,HENRIETTA HEN MUG ,-1,Erratic,-1,0,0,0,0,0
20987,201102,HENRIETTA HEN MUG ,1,Erratic,1,0,0,0,0,0
20988,201105,HENRIETTA HEN MUG ,3,Erratic,0,3,0,0,0,0
20989,201108,HENRIETTA HEN MUG ,32,Erratic,30,2,0,0,0,0
20990,201109,HENRIETTA HEN MUG ,1,Erratic,0,1,0,0,0,0
20991,201110,HENRIETTA HEN MUG ,125,Erratic,124,1,0,0,0,0
20992,201111,HENRIETTA HEN MUG ,129,Erratic,123,6,0,0,0,0
20993,201001,HERB MARKER BASIL,5,Lumpy,3,2,0,0,0,1
20994,201002,HERB MARKER BASIL,4,Lumpy,4,0,0,0,0,1
20995,201005,HERB MARKER BASIL,14,Lumpy,14,0,0,0,0,1
20996,201006,HERB MARKER BASIL,2,Lumpy,0,2,0,0,0,1
20997,201007,HERB MARKER BASIL,4,Lumpy,2,2,0,0,0,1
20998,201008,HERB MARKER BASIL,1,Lumpy,1,0,0,0,0,1
20999,201009,HERB MARKER BASIL,14,Lumpy,13,1,0,0,0,1
21000,201010,HERB MARKER BASIL,1,Lumpy,0,1,0,0,0,1
21001,201012,HERB MARKER BASIL,19,Lumpy,18,1,0,0,0,1
21002,201101,HERB MARKER BASIL,149,Lumpy,122,3,0,0,24,1
21003,201102,HERB MARKER BASIL,148,Lumpy,144,4,0,0,0,1
21004,201103,HERB MARKER BASIL,144,Lumpy,115,29,0,0,0,1
21005,201104,HERB MARKER BASIL,150,Lumpy,147,3,0,0,0,1
21006,201105,HERB MARKER BASIL,287,Lumpy,141,12,0,0,134,1
21007,201106,HERB MARKER BASIL,-1349,Lumpy,-1380,17,0,0,14,1
21008,201107,HERB MARKER BASIL,97,Lumpy,94,3,0,0,0,1
21009,201108,HERB MARKER BASIL,142,Lumpy,134,5,0,0,3,1
21010,201109,HERB MARKER BASIL,49,Lumpy,44,4,0,0,1,1
21011,201110,HERB MARKER BASIL,150,Lumpy,88,2,60,0,0,1
21012,201111,HERB MARKER BASIL,107,Lumpy,80,7,0,0,20,1
21013,201112,HERB MARKER BASIL,1762,Lumpy,1738,0,0,0,24,1
21014,201001,HERB MARKER CHIVES ,4,Lumpy,2,2,0,0,0,1
21015,201002,HERB MARKER CHIVES ,4,Lumpy,4,0,0,0,0,1
21016,201005,HERB MARKER CHIVES ,2,Lumpy,2,0,0,0,0,1
21017,201006,HERB MARKER CHIVES ,1,Lumpy,0,1,0,0,0,1
21018,201007,HERB MARKER CHIVES ,4,Lumpy,2,2,0,0,0,1
21019,201008,HERB MARKER CHIVES ,1,Lumpy,0,1,0,0,0,1
21020,201009,HERB MARKER CHIVES ,14,Lumpy,13,1,0,0,0,1
21021,201012,HERB MARKER CHIVES ,18,Lumpy,18,0,0,0,0,1
21022,201101,HERB MARKER CHIVES ,114,Lumpy,89,1,0,0,24,1
21023,201102,HERB MARKER CHIVES ,134,Lumpy,133,1,0,0,0,1
21024,201103,HERB MARKER CHIVES ,149,Lumpy,123,26,0,0,0,1
21025,201104,HERB MARKER CHIVES ,154,Lumpy,149,5,0,0,0,1
21026,201105,HERB MARKER CHIVES ,263,Lumpy,130,11,0,0,122,1
21027,201106,HERB MARKER CHIVES ,111,Lumpy,104,5,0,0,2,1
21028,201107,HERB MARKER CHIVES ,64,Lumpy,61,3,0,0,0,1
21029,201108,HERB MARKER CHIVES ,107,Lumpy,99,5,0,0,3,1
21030,201109,HERB MARKER CHIVES ,41,Lumpy,37,3,0,0,1,1
21031,201110,HERB MARKER CHIVES ,151,Lumpy,88,3,60,0,0,1
21032,201111,HERB MARKER CHIVES ,130,Lumpy,113,3,0,0,14,1
21033,201112,HERB MARKER CHIVES ,243,Lumpy,219,0,0,0,24,1
21034,201001,HERB MARKER MINT,4,Lumpy,2,2,0,0,0,1
21035,201002,HERB MARKER MINT,4,Lumpy,4,0,0,0,0,1
21036,201005,HERB MARKER MINT,2,Lumpy,2,0,0,0,0,1
21037,201006,HERB MARKER MINT,2,Lumpy,0,2,0,0,0,1
21038,201007,HERB MARKER MINT,2,Lumpy,2,0,0,0,0,1
21039,201008,HERB MARKER MINT,1,Lumpy,1,0,0,0,0,1
21040,201009,HERB MARKER MINT,14,Lumpy,13,1,0,0,0,1
21041,201012,HERB MARKER MINT,20,Lumpy,18,2,0,0,0,1
21042,201101,HERB MARKER MINT,155,Lumpy,128,3,0,0,24,1
21043,201102,HERB MARKER MINT,149,Lumpy,146,3,0,0,0,1
21044,201103,HERB MARKER MINT,157,Lumpy,123,34,0,0,0,1
21045,201104,HERB MARKER MINT,197,Lumpy,193,4,0,0,0,1
21046,201105,HERB MARKER MINT,298,Lumpy,162,14,0,0,122,1
21047,201106,HERB MARKER MINT,151,Lumpy,143,6,0,0,2,1
21048,201107,HERB MARKER MINT,83,Lumpy,81,2,0,0,0,1
21049,201108,HERB MARKER MINT,156,Lumpy,137,4,0,0,15,1
21050,201109,HERB MARKER MINT,55,Lumpy,50,4,0,0,1,1
21051,201110,HERB MARKER MINT,157,Lumpy,94,3,60,0,0,1
21052,201111,HERB MARKER MINT,91,Lumpy,72,4,0,0,15,1
21053,201112,HERB MARKER MINT,47,Lumpy,23,0,0,0,24,1
21054,201001,HERB MARKER PARSLEY,4,Lumpy,2,2,0,0,0,1
21055,201002,HERB MARKER PARSLEY,4,Lumpy,4,0,0,0,0,1
21056,201005,HERB MARKER PARSLEY,14,Lumpy,14,0,0,0,0,1
21057,201006,HERB MARKER PARSLEY,1,Lumpy,0,1,0,0,0,1
21058,201007,HERB MARKER PARSLEY,5,Lumpy,3,2,0,0,0,1
21059,201008,HERB MARKER PARSLEY,2,Lumpy,2,0,0,0,0,1
21060,201009,HERB MARKER PARSLEY,14,Lumpy,13,1,0,0,0,1
21061,201010,HERB MARKER PARSLEY,1,Lumpy,0,1,0,0,0,1
21062,201012,HERB MARKER PARSLEY,19,Lumpy,18,1,0,0,0,1
21063,201101,HERB MARKER PARSLEY,131,Lumpy,105,2,0,0,24,1
21064,201102,HERB MARKER PARSLEY,135,Lumpy,134,1,0,0,0,1
21065,201103,HERB MARKER PARSLEY,175,Lumpy,145,30,0,0,0,1
21066,201104,HERB MARKER PARSLEY,151,Lumpy,146,5,0,0,0,1
21067,201105,HERB MARKER PARSLEY,266,Lumpy,133,11,0,0,122,1
21068,201106,HERB MARKER PARSLEY,152,Lumpy,121,17,0,0,14,1
21069,201107,HERB MARKER PARSLEY,87,Lumpy,84,3,0,0,0,1
21070,201108,HERB MARKER PARSLEY,147,Lumpy,137,7,0,0,3,1
21071,201109,HERB MARKER PARSLEY,54,Lumpy,49,4,0,0,1,1
21072,201110,HERB MARKER PARSLEY,144,Lumpy,81,3,60,0,0,1
21073,201111,HERB MARKER PARSLEY,110,Lumpy,77,7,0,0,26,1
21074,201112,HERB MARKER PARSLEY,246,Lumpy,222,0,0,0,24,1
21075,201001,HERB MARKER ROSEMARY,3,Lumpy,1,2,0,0,0,1
21076,201002,HERB MARKER ROSEMARY,4,Lumpy,4,0,0,0,0,1
21077,201005,HERB MARKER ROSEMARY,14,Lumpy,14,0,0,0,0,1
21078,201006,HERB MARKER ROSEMARY,2,Lumpy,0,2,0,0,0,1
21079,201007,HERB MARKER ROSEMARY,2,Lumpy,0,2,0,0,0,1
21080,201009,HERB MARKER ROSEMARY,14,Lumpy,13,1,0,0,0,1
21081,201010,HERB MARKER ROSEMARY,1,Lumpy,0,1,0,0,0,1
21082,201012,HERB MARKER ROSEMARY,19,Lumpy,18,1,0,0,0,1
21083,201101,HERB MARKER ROSEMARY,148,Lumpy,122,2,0,0,24,1
21084,201102,HERB MARKER ROSEMARY,146,Lumpy,143,3,0,0,0,1
21085,201103,HERB MARKER ROSEMARY,154,Lumpy,121,33,0,0,0,1
21086,201104,HERB MARKER ROSEMARY,166,Lumpy,163,3,0,0,0,1
21087,201105,HERB MARKER ROSEMARY,279,Lumpy,136,9,0,0,134,1
21088,201106,HERB MARKER ROSEMARY,152,Lumpy,135,3,0,0,14,1
21089,201107,HERB MARKER ROSEMARY,98,Lumpy,95,3,0,0,0,1
21090,201108,HERB MARKER ROSEMARY,151,Lumpy,144,4,0,0,3,1
21091,201109,HERB MARKER ROSEMARY,43,Lumpy,38,4,0,0,1,1
21092,201110,HERB MARKER ROSEMARY,166,Lumpy,102,4,60,0,0,1
21093,201111,HERB MARKER ROSEMARY,124,Lumpy,89,9,0,0,26,1
21094,201112,HERB MARKER ROSEMARY,246,Lumpy,222,0,0,0,24,1
21095,201001,HERB MARKER THYME,3,Lumpy,1,2,0,0,0,1
21096,201002,HERB MARKER THYME,4,Lumpy,4,0,0,0,0,1
21097,201005,HERB MARKER THYME,14,Lumpy,14,0,0,0,0,1
21098,201006,HERB MARKER THYME,1,Lumpy,0,1,0,0,0,1
21099,201007,HERB MARKER THYME,4,Lumpy,2,2,0,0,0,1
21100,201008,HERB MARKER THYME,1,Lumpy,1,0,0,0,0,1
21101,201009,HERB MARKER THYME,14,Lumpy,13,1,0,0,0,1
21102,201010,HERB MARKER THYME,1,Lumpy,0,1,0,0,0,1
21103,201012,HERB MARKER THYME,19,Lumpy,18,1,0,0,0,1
21104,201101,HERB MARKER THYME,135,Lumpy,109,2,0,0,24,1
21105,201102,HERB MARKER THYME,126,Lumpy,122,4,0,0,0,1
21106,201103,HERB MARKER THYME,161,Lumpy,135,26,0,0,0,1
21107,201104,HERB MARKER THYME,170,Lumpy,166,4,0,0,0,1
21108,201105,HERB MARKER THYME,295,Lumpy,145,10,0,0,140,1
21109,201106,HERB MARKER THYME,126,Lumpy,111,13,0,0,2,1
21110,201107,HERB MARKER THYME,104,Lumpy,101,3,0,0,0,1
21111,201108,HERB MARKER THYME,168,Lumpy,159,6,0,0,3,1
21112,201109,HERB MARKER THYME,55,Lumpy,50,4,0,0,1,1
21113,201110,HERB MARKER THYME,140,Lumpy,77,3,60,0,0,1
21114,201111,HERB MARKER THYME,109,Lumpy,89,6,0,0,14,1
21115,201112,HERB MARKER THYME,246,Lumpy,222,0,0,0,24,1
21116,201001,HI TEC ALPINE HAND WARMER,10,Lumpy,4,6,0,0,0,0
21117,201002,HI TEC ALPINE HAND WARMER,6,Lumpy,6,0,0,0,0,0
21118,201003,HI TEC ALPINE HAND WARMER,3,Lumpy,0,3,0,0,0,0
21119,201005,HI TEC ALPINE HAND WARMER,5,Lumpy,5,0,0,0,0,0
21120,201006,HI TEC ALPINE HAND WARMER,23,Lumpy,6,17,0,0,0,0
21121,201007,HI TEC ALPINE HAND WARMER,10,Lumpy,1,9,0,0,0,0
21122,201008,HI TEC ALPINE HAND WARMER,4,Lumpy,0,4,0,0,0,0
21123,201009,HI TEC ALPINE HAND WARMER,2,Lumpy,0,2,0,0,0,0
21124,201010,HI TEC ALPINE HAND WARMER,6,Lumpy,2,4,0,0,0,0
21125,201012,HI TEC ALPINE HAND WARMER,349,Lumpy,87,22,0,0,240,0
21126,201101,HI TEC ALPINE HAND WARMER,28,Lumpy,16,12,0,0,0,0
21127,201102,HI TEC ALPINE HAND WARMER,1,Lumpy,0,1,0,0,0,0
21128,201104,HI TEC ALPINE HAND WARMER,9,Lumpy,5,4,0,0,0,0
21129,201105,HI TEC ALPINE HAND WARMER,6,Lumpy,3,3,0,0,0,0
21130,201106,HI TEC ALPINE HAND WARMER,10,Lumpy,3,7,0,0,0,0
21131,201107,HI TEC ALPINE HAND WARMER,30,Lumpy,30,0,0,0,0,0
21132,201108,HI TEC ALPINE HAND WARMER,49,Lumpy,48,1,0,0,0,0
21133,201109,HI TEC ALPINE HAND WARMER,45,Lumpy,43,2,0,0,0,0
21134,201110,HI TEC ALPINE HAND WARMER,140,Lumpy,134,6,0,0,0,0
21135,201111,HI TEC ALPINE HAND WARMER,95,Lumpy,87,8,0,0,0,0
21136,201112,HI TEC ALPINE HAND WARMER,2,Lumpy,0,2,0,0,0,0
21137,201006,HILDA CANDY SPOT RABBIT,1,Erratic,0,1,0,0,0,0
21138,201009,HILDA CANDY SPOT RABBIT,1,Erratic,0,1,0,0,0,0
21139,201010,HILDA CANDY SPOT RABBIT,1,Erratic,0,1,0,0,0,0
21140,201103,HILDA CANDY SPOT RABBIT,4,Erratic,3,1,0,0,0,0
21141,201105,HILDA CANDY SPOT RABBIT,6,Erratic,4,0,0,0,2,0
21142,201106,HILDA CANDY SPOT RABBIT,1,Erratic,1,0,0,0,0,0
21143,201107,HILDA CANDY SPOT RABBIT,4,Erratic,3,1,0,0,0,0
21144,201108,HILDA CANDY SPOT RABBIT,2,Erratic,2,0,0,0,0,0
21145,201109,HILDA CANDY SPOT RABBIT,1,Erratic,1,0,0,0,0,0
21146,201110,HILDA CANDY SPOT RABBIT,2,Erratic,2,0,0,0,0,0
21147,201111,HILDA CANDY SPOT RABBIT,2,Erratic,2,0,0,0,0,0
21148,201012,HIPPY CHIC DECORATIVE PARASOL,39,Erratic,12,3,0,0,24,0
21149,201101,HIPPY CHIC DECORATIVE PARASOL,89,Erratic,51,8,0,0,30,0
21150,201103,HIPPY CHIC DECORATIVE PARASOL,2,Erratic,2,0,0,0,0,0
21151,201104,HIPPY CHIC DECORATIVE PARASOL,12,Erratic,12,0,0,0,0,0
21152,201105,HIPPY CHIC DECORATIVE PARASOL,2,Erratic,1,1,0,0,0,0
21153,201107,HIPPY CHIC DECORATIVE PARASOL,8,Erratic,8,0,0,0,0,0
21154,201109,HIPPY CHIC DECORATIVE PARASOL,12,Erratic,12,0,0,0,0,0
21155,201111,HIPPY CHIC DECORATIVE PARASOL,2,Erratic,1,1,0,0,0,0
21156,201112,HIPPY CHIC DECORATIVE PARASOL,3,Erratic,2,1,0,0,0,0
21157,201001,HOLIDAY FUN LUDO,2,Lumpy,0,2,0,0,0,0
21158,201003,HOLIDAY FUN LUDO,1,Lumpy,1,0,0,0,0,0
21159,201005,HOLIDAY FUN LUDO,9,Lumpy,9,0,0,0,0,0
21160,201006,HOLIDAY FUN LUDO,2,Lumpy,0,2,0,0,0,0
21161,201007,HOLIDAY FUN LUDO,5,Lumpy,0,5,0,0,0,0
21162,201008,HOLIDAY FUN LUDO,1,Lumpy,0,1,0,0,0,0
21163,201009,HOLIDAY FUN LUDO,8,Lumpy,6,2,0,0,0,0
21164,201010,HOLIDAY FUN LUDO,5,Lumpy,0,5,0,0,0,0
21165,201012,HOLIDAY FUN LUDO,47,Lumpy,39,4,0,0,4,0
21166,201101,HOLIDAY FUN LUDO,30,Lumpy,27,3,0,0,0,0
21167,201102,HOLIDAY FUN LUDO,40,Lumpy,32,8,0,0,0,0
21168,201103,HOLIDAY FUN LUDO,33,Lumpy,29,0,0,0,4,0
21169,201104,HOLIDAY FUN LUDO,68,Lumpy,67,1,0,0,0,0
21170,201105,HOLIDAY FUN LUDO,53,Lumpy,33,3,0,0,17,0
21171,201106,HOLIDAY FUN LUDO,113,Lumpy,107,2,0,0,4,0
21172,201107,HOLIDAY FUN LUDO,160,Lumpy,140,2,0,0,18,0
21173,201108,HOLIDAY FUN LUDO,70,Lumpy,58,8,0,0,4,0
21174,201109,HOLIDAY FUN LUDO,111,Lumpy,110,1,0,0,0,0
21175,201110,HOLIDAY FUN LUDO,310,Lumpy,301,8,0,0,1,0
21176,201111,HOLIDAY FUN LUDO,82,Lumpy,56,6,0,0,20,0
21177,201112,HOLIDAY FUN LUDO,7,Lumpy,7,0,0,0,0,0
21178,201010,HOLLY TOP CHRISTMAS STOCKING,1,Lumpy,1,0,0,0,0,0
21179,201012,HOLLY TOP CHRISTMAS STOCKING,19,Lumpy,16,3,0,0,0,0
21180,201001,HOME BUILDING BLOCK WORD,22,Lumpy,21,1,0,0,0,1
21181,201002,HOME BUILDING BLOCK WORD,17,Lumpy,17,0,0,0,0,1
21182,201003,HOME BUILDING BLOCK WORD,1,Lumpy,0,1,0,0,0,1
21183,201005,HOME BUILDING BLOCK WORD,39,Lumpy,39,0,0,0,0,1
21184,201006,HOME BUILDING BLOCK WORD,45,Lumpy,30,7,0,0,8,1
21185,201007,HOME BUILDING BLOCK WORD,22,Lumpy,21,1,0,0,0,1
21186,201008,HOME BUILDING BLOCK WORD,30,Lumpy,29,1,0,0,0,1
21187,201009,HOME BUILDING BLOCK WORD,25,Lumpy,18,4,0,0,3,1
21188,201010,HOME BUILDING BLOCK WORD,8,Lumpy,1,7,0,0,0,1
21189,201012,HOME BUILDING BLOCK WORD,99,Lumpy,85,14,0,0,0,1
21190,201101,HOME BUILDING BLOCK WORD,259,Lumpy,178,12,0,0,69,1
21191,201102,HOME BUILDING BLOCK WORD,252,Lumpy,206,18,0,0,28,1
21192,201103,HOME BUILDING BLOCK WORD,217,Lumpy,193,5,0,0,19,1
21193,201104,HOME BUILDING BLOCK WORD,248,Lumpy,240,8,0,0,0,1
21194,201105,HOME BUILDING BLOCK WORD,245,Lumpy,213,8,0,0,24,1
21195,201106,HOME BUILDING BLOCK WORD,193,Lumpy,175,-3,0,0,21,1
21196,201107,HOME BUILDING BLOCK WORD,176,Lumpy,162,5,0,0,9,1
21197,201108,HOME BUILDING BLOCK WORD,166,Lumpy,147,6,0,0,13,1
21198,201109,HOME BUILDING BLOCK WORD,181,Lumpy,171,5,0,0,5,1
21199,201110,HOME BUILDING BLOCK WORD,209,Lumpy,195,6,0,0,8,1
21200,201111,HOME BUILDING BLOCK WORD,235,Lumpy,223,8,0,0,4,1
21201,201112,HOME BUILDING BLOCK WORD,71,Lumpy,65,3,0,0,3,1
21202,201001,HOME GARLAND PAINTED ZINC ,1,Erratic,0,1,0,0,0,0
21203,201006,HOME GARLAND PAINTED ZINC ,1,Erratic,0,1,0,0,0,0
21204,201007,HOME GARLAND PAINTED ZINC ,1,Erratic,0,1,0,0,0,0
21205,201010,HOME GARLAND PAINTED ZINC ,2,Erratic,0,2,0,0,0,0
21206,201012,HOME GARLAND PAINTED ZINC ,91,Erratic,84,7,0,0,0,0
21207,201101,HOME GARLAND PAINTED ZINC ,80,Erratic,36,44,0,0,0,0
21208,201102,HOME GARLAND PAINTED ZINC ,21,Erratic,18,3,0,0,0,0
21209,201103,HOME GARLAND PAINTED ZINC ,76,Erratic,72,4,0,0,0,0
21210,201104,HOME GARLAND PAINTED ZINC ,52,Erratic,24,16,0,0,12,0
21211,201105,HOME GARLAND PAINTED ZINC ,78,Erratic,72,5,0,0,1,0
21212,201106,HOME GARLAND PAINTED ZINC ,74,Erratic,63,11,0,0,0,0
21213,201107,HOME GARLAND PAINTED ZINC ,90,Erratic,74,16,0,0,0,0
21214,201108,HOME GARLAND PAINTED ZINC ,95,Erratic,89,6,0,0,0,0
21215,201109,HOME GARLAND PAINTED ZINC ,153,Erratic,144,9,0,0,0,0
21216,201110,HOME GARLAND PAINTED ZINC ,100,Erratic,44,8,0,0,48,0
21217,201111,HOME GARLAND PAINTED ZINC ,26,Erratic,16,10,0,0,0,0
21218,201112,HOME GARLAND PAINTED ZINC ,20,Erratic,0,20,0,0,0,0
21219,201001,HOME SMALL WOOD LETTERS,4,Lumpy,3,0,0,0,1,0
21220,201005,HOME SMALL WOOD LETTERS,4,Lumpy,4,0,0,0,0,0
21221,201006,HOME SMALL WOOD LETTERS,4,Lumpy,0,1,0,0,3,0
21222,201007,HOME SMALL WOOD LETTERS,2,Lumpy,0,2,0,0,0,0
21223,201008,HOME SMALL WOOD LETTERS,9,Lumpy,9,0,0,0,0,0
21224,201009,HOME SMALL WOOD LETTERS,3,Lumpy,1,2,0,0,0,0
21225,201012,HOME SMALL WOOD LETTERS,21,Lumpy,7,6,0,0,8,0
21226,201101,HOME SMALL WOOD LETTERS,59,Lumpy,51,7,0,0,1,0
21227,201102,HOME SMALL WOOD LETTERS,30,Lumpy,24,5,0,0,1,0
21228,201103,HOME SMALL WOOD LETTERS,30,Lumpy,22,4,0,0,4,0
21229,201104,HOME SMALL WOOD LETTERS,14,Lumpy,11,3,0,0,0,0
21230,201105,HOME SMALL WOOD LETTERS,6,Lumpy,5,0,0,0,1,0
21231,201106,HOME SMALL WOOD LETTERS,12,Lumpy,11,1,0,0,0,0
21232,201107,HOME SMALL WOOD LETTERS,10,Lumpy,10,0,0,0,0,0
21233,201108,HOME SMALL WOOD LETTERS,5,Lumpy,5,0,0,0,0,0
21234,201109,HOME SMALL WOOD LETTERS,7,Lumpy,5,2,0,0,0,0
21235,201110,HOME SMALL WOOD LETTERS,9,Lumpy,8,1,0,0,0,0
21236,201111,HOME SMALL WOOD LETTERS,0,Lumpy,-1,1,0,0,0,0
